,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,NaN,P38038,Sulfite reductase [NADPH] flavoprotein alpha-component,Escherichia coli (strain K12) OX=83333,1.0,MNXR104650,-,1.8.1.2;1.8.2.2,1.0,0.0,0.35355,NaN,0,0.353553,45.6,23.5,12.5,21.1,66269.84,4.6554,44.574,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
30,NaN,A4WDW0,Sulfite reductase [NADPH] hemoprotein beta-component,Enterobacter sp. (strain 638) OX=399742,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.4,22.0,23.5,18.1,64091.22,8.1603,46.667,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
31,NaN,A8ANX0,Sulfite reductase [NADPH] hemoprotein beta-component,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.0,20.4,22.7,18.8,64076.32,8.3608,46.316,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
32,NaN,Q31XM5,Sulfite reductase [NADPH] hemoprotein beta-component,Shigella boydii serotype 4 (strain Sb227) OX=300268,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.4,21.3,24.0,18.2,63941.07,7.4788,46.316,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
33,NaN,Q31XM4,Sulfite reductase [NADPH] flavoprotein alpha-component,Shigella boydii serotype 4 (strain Sb227) OX=300268,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,46.0,23.5,12.5,20.8,66263.86,4.6554,44.407,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
34,NaN,A7MJ63,Sulfite reductase [NADPH] flavoprotein alpha-component,Cronobacter sakazakii (strain ATCC BAA-894) OX=290339,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,46.4,22.8,12.2,21.4,66548.24,4.7098,44.000,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
35,NaN,A7MJ64,Sulfite reductase [NADPH] hemoprotein beta-component,Cronobacter sakazakii (strain ATCC BAA-894) OX=290339,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.3,19.9,24.2,17.5,63950.02,7.2881,45.439,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
36,NaN,B2TZH1,Sulfite reductase [NADPH] hemoprotein beta-component,Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.2,21.5,24.0,18.2,63960.11,7.6878,46.316,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
37,NaN,Q32CG3,Sulfite reductase [NADPH] flavoprotein alpha-component,Shigella dysenteriae serotype 1 (strain Sd197) OX=300267,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,45.5,23.2,12.9,21.3,66412.96,4.6016,45.075,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
38,NaN,A8ANX1,Sulfite reductase [NADPH] flavoprotein alpha-component,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338,7.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,48.5,21.5,11.6,21.0,66118.69,4.5624,43.261,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
39,NaN,B5Y1B5,Sulfite reductase [NADPH] hemoprotein beta-component 2,Klebsiella pneumoniae (strain 342) OX=507522,8.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,33.9,27.4,21.0,20.6,62697.36,7.0719,45.035,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
40,NaN,A9MF16,Sulfite reductase [NADPH] flavoprotein alpha-component,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514,8.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,42.4,25.7,13.6,21.1,66523.18,4.7414,44.407,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
41,NaN,Q8Z459,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella typhi OX=90370,8.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.2,20.6,24.0,17.1,64028.04,7.2622,46.316,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
42,NaN,Q0T1I7,Sulfite reductase [NADPH] hemoprotein beta-component,Shigella flexneri serotype 5b (strain 8401) OX=373384,8.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,38.6,21.3,24.0,19.0,63962.09,7.6878,46.491,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
43,NaN,A9MF17,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514,8.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.0,21.1,24.0,18.8,63955.14,8.1522,45.965,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
44,NaN,B5XV25,Sulfite reductase [NADPH] hemoprotein beta-component 1,Klebsiella pneumoniae (strain 342) OX=507522,8.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.7,20.6,22.9,17.7,64063.15,8.5366,47.018,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
45,NaN,A9N2E6,Sulfite reductase [NADPH] flavoprotein alpha-component,Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7) OX=1016998,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,44.6,24.0,13.4,20.8,66136.68,4.5747,44.073,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
46,NaN,A8G9X6,Sulfite reductase [NADPH] flavoprotein alpha-component,Serratia proteamaculans (strain 568) OX=399741,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,46.7,22.5,13.9,19.7,66201.67,4.6889,44.574,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
47,NaN,P38039,Sulfite reductase [NADPH] flavoprotein alpha-component,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,42.7,25.0,14.2,20.8,66484.17,4.6674,44.574,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
48,NaN,Q6D1A2,Sulfite reductase [NADPH] hemoprotein beta-component,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,36.4,22.8,23.7,20.0,64949.90,7.0993,47.314,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
49,NaN,Q6D1A1,Sulfite reductase [NADPH] flavoprotein alpha-component,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,47.6,22.6,12.0,20.6,67267.81,4.6728,45.484,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
50,NaN,B4TFY4,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella heidelberg (strain SL476) OX=454169,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.5,20.4,22.6,18.4,63927.03,7.9372,46.140,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
51,NaN,B2VG06,Sulfite reductase [NADPH] hemoprotein beta-component,Erwinia tasmaniensis (strain DSM 17950 / CFBP 7177 / CIP 109463 / NCPPB 4357 / Et1/99) OX=465817,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,18.7,24.5,19.5,64262.01,6.6464,46.235,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
52,NaN,B5FTU2,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella dublin (strain CT_02021853) OX=439851,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.3,20.0,22.7,18.8,64043.06,7.2878,46.491,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
53,NaN,Q57KH7,Sulfite reductase [NADPH] flavoprotein alpha-component,Salmonella choleraesuis (strain SC-B67) OX=321314,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,44.8,24.0,13.9,20.1,66310.03,4.6625,43.907,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
54,NaN,B4F234,Sulfite reductase [NADPH] hemoprotein beta-component,Proteus mirabilis (strain HI4320) OX=529507,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.2,20.5,22.0,19.1,64753.02,6.8369,46.528,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
55,NaN,B5BEZ8,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella paratyphi A (strain AKU_12601) OX=554290,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.9,20.2,21.7,19.1,64016.13,8.1635,46.667,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
56,NaN,Q57KH8,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella choleraesuis (strain SC-B67) OX=321314,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,39.1,20.8,24.0,19.0,64959.19,7.8914,46.287,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
57,NaN,Q8ZBN7,Sulfite reductase [NADPH] hemoprotein beta-component,Yersinia pestis OX=632,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,40.2,22.3,22.9,17.5,64076.05,7.7033,45.660,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
58,NaN,Q7VQH2,Sulfite reductase [NADPH] flavoprotein alpha-component,Blochmannia floridanus OX=203907,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,36.0,30.1,19.4,17.2,69494.59,6.0029,48.033,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
59,NaN,B5RDS0,Sulfite reductase [NADPH] hemoprotein beta-component,Salmonella gallinarum (strain 287/91 / NCTC 13346) OX=550538,9.0,MNXR104650,-,1.8.1.2;1.8.2.2,3.0,0.0,0.35355,NaN,0,0.353553,41.3,20.8,22.0,18.8,64000.03,7.1283,46.316,S.[H][H]>>[H+].[SH-],NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=S([O-])[O-].[H+]>>[SH-].NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1
